PersonID,RawRecordID,Reason,Confidence,SourceFile,SourceRow
SAGP000050,RAW001798,exact_email,100,contacts.csv,163
SAGP000051,RAW000054,exact_email,100,NYD.csv,9
SAGP000051,RAW001800,exact_email,100,contacts.csv,165
SAGP000052,RAW000055,exact_email,100,NYD.csv,10
SAGP000052,RAW001804,exact_email,100,contacts.csv,169
SAGP000053,RAW000056,exact_email,100,NYD.csv,11
SAGP000053,RAW001809,exact_email,100,contacts.csv,174
SAGP000054,RAW000057,exact_email,100,NYD.csv,12
SAGP000054,RAW001810,exact_email,100,contacts.csv,175
SAGP000055,RAW000058,exact_email,100,NYD.csv,13
SAGP000055,RAW001832,exact_email,100,contacts.csv,197
SAGP000056,RAW000059,exact_email,100,NYD.csv,14
SAGP000056,RAW001862,exact_email,100,contacts.csv,227
SAGP000057,RAW000061,exact_email,100,NYD.csv,16
SAGP000057,RAW001877,exact_email,100,contacts.csv,242
SAGP000058,RAW000062,exact_email,100,NYD.csv,17
SAGP000058,RAW001928,exact_email,100,contacts.csv,293
SAGP000059,RAW000063,exact_email,100,NYD.csv,18
SAGP000059,RAW001946,exact_email,100,contacts.csv,311
SAGP000060,RAW000065,exact_email,100,NYD.csv,20
SAGP000060,RAW001972,exact_email,100,contacts.csv,337
SAGP000061,RAW000066,exact_email,100,NYD.csv,21
SAGP000061,RAW001994,exact_email,100,contacts.csv,359
SAGP000062,RAW000067,exact_email,100,NYD.csv,22
SAGP000062,RAW002007,exact_email,100,contacts.csv,372
SAGP000063,RAW000068,exact_email,100,NYD.csv,23
SAGP000063,RAW002028,exact_email,100,contacts.csv,393
SAGP000064,RAW000069,exact_email,100,NYD.csv,24
SAGP000064,RAW002040,exact_email,100,contacts.csv,405
SAGP000065,RAW000070,exact_email,100,NYD.csv,25
SAGP000065,RAW002050,exact_email,100,contacts.csv,415
SAGP000066,RAW000071,exact_email,100,NYD.csv,26
SAGP000066,RAW002079,exact_email,100,contacts.csv,444
SAGP000067,RAW000072,exact_email,100,NYD.csv,27
SAGP000067,RAW002121,exact_email,100,contacts.csv,486
SAGP000068,RAW000073,exact_email,100,NYD.csv,28
SAGP000068,RAW002145,exact_email,100,contacts.csv,510
SAGP000069,RAW000074,exact_email,100,NYD.csv,29
SAGP000069,RAW002199,exact_email,100,contacts.csv,564
SAGP000070,RAW000075,exact_email,100,NYD.csv,30
SAGP000070,RAW002257,exact_email,100,contacts.csv,622
SAGP000071,RAW000076,exact_email,100,NYD.csv,31
SAGP000071,RAW002271,exact_email,100,contacts.csv,636
SAGP000072,RAW000077,exact_email,100,NYD.csv,32
SAGP000072,RAW002309,exact_email,100,contacts.csv,674
SAGP000073,RAW000078,exact_email,100,NYD.csv,33
SAGP000073,RAW002314,exact_email,100,contacts.csv,679
SAGP000074,RAW000080,exact_email,100,NYD.csv,35
SAGP000074,RAW002444,exact_email,100,contacts.csv,809
SAGP000075,RAW000081,exact_email,100,NYD.csv,36
SAGP000075,RAW002476,exact_email,100,contacts.csv,841
SAGP000076,RAW000082,exact_email,100,NYD.csv,37
SAGP000076,RAW002508,exact_email,100,contacts.csv,873
SAGP000077,RAW000083,exact_email,100,NYD.csv,38
SAGP000077,RAW002521,exact_email,100,contacts.csv,886
SAGP000078,RAW000084,exact_email,100,NYD.csv,39
SAGP000078,RAW002583,exact_email,100,contacts.csv,948
SAGP000079,RAW000085,exact_email,100,NYD.csv,40
SAGP000079,RAW002621,exact_email,100,contacts.csv,986
SAGP000080,RAW000086,exact_email,100,NYD.csv,41
SAGP000080,RAW002641,exact_email,100,contacts.csv,1006
SAGP000081,RAW000087,exact_email,100,NYD.csv,42
SAGP000081,RAW002649,exact_email,100,contacts.csv,1014
SAGP000082,RAW000088,exact_email,100,NYD.csv,43
SAGP000082,RAW002678,exact_email,100,contacts.csv,1043
SAGP000083,RAW000089,exact_email,100,NYD.csv,44
SAGP000083,RAW002710,exact_email,100,contacts.csv,1075
SAGP000084,RAW000090,exact_email,100,NYD.csv,45
SAGP000084,RAW002731,exact_email,100,contacts.csv,1096
SAGP000085,RAW000091,exact_email,100,NYD.csv,46
SAGP000085,RAW002732,exact_email,100,contacts.csv,1097
SAGP000086,RAW000092,exact_email,100,NYD.csv,47
SAGP000086,RAW002736,exact_email,100,contacts.csv,1101
SAGP000087,RAW000093,exact_email,100,NYD.csv,48
SAGP000087,RAW002778,exact_email,100,contacts.csv,1143
SAGP000088,RAW000094,exact_email,100,NYD.csv,49
SAGP000088,RAW000426,exact_email,100,SAGP 2.csv,48
SAGP000088,RAW002789,exact_email,100,contacts.csv,1154
SAGP000089,RAW000095,exact_email,100,NYD.csv,50
SAGP000089,RAW002831,exact_email,100,contacts.csv,1196
SAGP000090,RAW000096,exact_email,100,NYD.csv,51
SAGP000090,RAW002839,exact_email,100,contacts.csv,1204
SAGP000091,RAW000097,exact_email,100,NYD.csv,52
SAGP000091,RAW002854,exact_email,100,contacts.csv,1219
SAGP000092,RAW000098,exact_email,100,NYD.csv,53
SAGP000092,RAW002864,exact_email,100,contacts.csv,1229
SAGP000093,RAW000100,exact_email,100,NYD.csv,55
SAGP000093,RAW002913,exact_email,100,contacts.csv,1278
SAGP000094,RAW000101,exact_email,100,NYD.csv,56
SAGP000094,RAW002925,exact_email,100,contacts.csv,1290
SAGP000095,RAW000102,exact_email,100,NYD.csv,57
SAGP000095,RAW002934,exact_email,100,contacts.csv,1299
SAGP000096,RAW000103,exact_email,100,NYD.csv,58
SAGP000096,RAW002939,exact_email,100,contacts.csv,1304
SAGP000097,RAW000104,exact_email,100,NYD.csv,59
SAGP000097,RAW003044,exact_email,100,contacts.csv,1409
SAGP000098,RAW000105,exact_email,100,NYD.csv,60
SAGP000098,RAW003072,exact_email,100,contacts.csv,1437
SAGP000099,RAW000106,exact_email,100,NYD.csv,61
SAGP000099,RAW003092,exact_email,100,contacts.csv,1457
SAGP000100,RAW000107,exact_email,100,NYD.csv,62
SAGP000100,RAW003138,exact_email,100,contacts.csv,1503
SAGP000101,RAW000108,exact_email,100,NYD.csv,63
SAGP000101,RAW003141,exact_email,100,contacts.csv,1506
SAGP000102,RAW000109,exact_email,100,NYD.csv,64
SAGP000102,RAW003157,exact_email,100,contacts.csv,1522
SAGP000103,RAW000110,exact_email,100,NYD.csv,65
SAGP000103,RAW003183,exact_email,100,contacts.csv,1548
SAGP000104,RAW000111,exact_email,100,NYD.csv,66
SAGP000104,RAW003211,exact_email,100,contacts.csv,1576
SAGP000105,RAW000113,exact_email,100,NYD.csv,68
SAGP000105,RAW003237,exact_email,100,contacts.csv,1602
SAGP000106,RAW000114,exact_email,100,NYD.csv,69
SAGP000106,RAW003239,exact_email,100,contacts.csv,1604
SAGP000107,RAW000116,exact_email,100,NYD.csv,71
SAGP000107,RAW003276,exact_email,100,contacts.csv,1641
SAGP000108,RAW000117,exact_email,100,NYD.csv,72
SAGP000108,RAW003282,exact_email,100,contacts.csv,1647
SAGP000109,RAW000118,exact_email,100,NYD.csv,73
SAGP000109,RAW003290,exact_email,100,contacts.csv,1655
SAGP000110,RAW000119,exact_email,100,NYD.csv,74
SAGP000110,RAW003352,exact_email,100,contacts.csv,1717
SAGP000111,RAW000120,exact_email,100,NYD.csv,75
SAGP000111,RAW003359,exact_email,100,contacts.csv,1724
SAGP000112,RAW000121,exact_email,100,NYD.csv,76
SAGP000112,RAW003378,exact_email,100,contacts.csv,1743
SAGP000113,RAW000123,exact_email,100,NYD.csv,78
SAGP000113,RAW003439,exact_email,100,contacts.csv,1804
SAGP000114,RAW000124,exact_email,100,NYD.csv,79
SAGP000114,RAW003461,exact_email,100,contacts.csv,1826
SAGP000115,RAW000125,exact_email,100,NYD.csv,80
SAGP000115,RAW003537,exact_email,100,contacts.csv,1902
SAGP000116,RAW000126,exact_email,100,NYD.csv,81
SAGP000116,RAW003599,exact_email,100,contacts.csv,1964
SAGP000117,RAW000127,exact_email,100,NYD.csv,82
SAGP000117,RAW003604,exact_email,100,contacts.csv,1969
SAGP000118,RAW000128,exact_email,100,NYD.csv,83
SAGP000118,RAW003653,exact_email,100,contacts.csv,2018
SAGP000119,RAW000129,exact_email,100,NYD.csv,84
SAGP000119,RAW003673,exact_email,100,contacts.csv,2038
SAGP000120,RAW000130,exact_email,100,NYD.csv,85
SAGP000120,RAW003674,exact_email,100,contacts.csv,2039
SAGP000121,RAW000131,exact_email,100,NYD.csv,86
SAGP000121,RAW003676,exact_email,100,contacts.csv,2041
SAGP000122,RAW000132,exact_email,100,NYD.csv,87
SAGP000122,RAW003686,exact_email,100,contacts.csv,2051
SAGP000123,RAW000133,exact_email,100,NYD.csv,88
SAGP000123,RAW003687,exact_email,100,contacts.csv,2052
SAGP000124,RAW000134,exact_email,100,NYD.csv,89
SAGP000124,RAW003701,exact_email,100,contacts.csv,2066
SAGP000125,RAW000135,exact_email,100,NYD.csv,90
SAGP000125,RAW000562,exact_email,100,SAGP 3.csv,50
SAGP000125,RAW001488,exact_email,100,SAGP Two Paid.csv,12
SAGP000125,RAW003720,exact_email,100,contacts.csv,2085
SAGP000126,RAW000137,exact_email,100,NYD.csv,92
SAGP000126,RAW003740,exact_email,100,contacts.csv,2105
SAGP000127,RAW000139,exact_email,100,NYD.csv,94
SAGP000127,RAW003744,exact_email,100,contacts.csv,2109
SAGP000128,RAW000140,exact_email,100,NYD.csv,95
SAGP000128,RAW003770,exact_email,100,contacts.csv,2135
SAGP000129,RAW000141,exact_email,100,NYD.csv,96
SAGP000129,RAW003820,exact_email,100,contacts.csv,2185
SAGP000130,RAW000142,exact_email,100,NYD.csv,97
SAGP000130,RAW003823,exact_email,100,contacts.csv,2188
SAGP000131,RAW000143,exact_email,100,NYD.csv,98
SAGP000131,RAW003836,exact_email,100,contacts.csv,2201
SAGP000132,RAW000144,exact_email,100,NYD.csv,99
SAGP000132,RAW003900,exact_email,100,contacts.csv,2265
SAGP000133,RAW000145,exact_email,100,NYD.csv,100
SAGP000133,RAW003931,exact_email,100,contacts.csv,2296
SAGP000134,RAW000146,exact_email,100,NYD.csv,101
SAGP000134,RAW003981,exact_email,100,contacts.csv,2346
SAGP000135,RAW000147,exact_email,100,NYD.csv,102
SAGP000135,RAW003993,exact_email,100,contacts.csv,2358
SAGP000136,RAW000148,exact_email,100,NYD.csv,103
SAGP000136,RAW004001,exact_email,100,contacts.csv,2366
SAGP000137,RAW000149,exact_email,100,NYD.csv,104
SAGP000137,RAW000195,exact_email,100,NYU.csv,4
SAGP000137,RAW000244,exact_email,100,NYU.csv,53
SAGP000137,RAW001786,exact_email,100,contacts.csv,151
SAGP000137,RAW004003,exact_email,100,contacts.csv,2368
SAGP000137,RAW004552,exact_email,100,contacts.csv,2917
SAGP000137,RAW004557,exact_email,100,contacts.csv,2922
SAGP000138,RAW000150,exact_email,100,NYD.csv,105
SAGP000138,RAW004012,exact_email,100,contacts.csv,2377
SAGP000139,RAW000151,exact_email,100,NYD.csv,106
SAGP000139,RAW004039,exact_email,100,contacts.csv,2404
SAGP000140,RAW000152,exact_email,100,NYD.csv,107
SAGP000140,RAW004056,exact_email,100,contacts.csv,2421
SAGP000141,RAW000153,exact_email,100,NYD.csv,108
SAGP000141,RAW004079,exact_email,100,contacts.csv,2444
SAGP000142,RAW000154,exact_email,100,NYD.csv,109
SAGP000142,RAW004080,exact_email,100,contacts.csv,2445
SAGP000143,RAW000155,exact_email,100,NYD.csv,110
SAGP000143,RAW004083,exact_email,100,contacts.csv,2448
SAGP000144,RAW000156,exact_email,100,NYD.csv,111
SAGP000144,RAW004130,exact_email,100,contacts.csv,2495
SAGP000145,RAW000158,exact_email,100,NYD.csv,113
SAGP000145,RAW004149,exact_email,100,contacts.csv,2514
SAGP000146,RAW000159,exact_email,100,NYD.csv,114
SAGP000146,RAW004167,exact_email,100,contacts.csv,2532
SAGP000147,RAW000160,exact_email,100,NYD.csv,115
SAGP000147,RAW004187,exact_email,100,contacts.csv,2552
SAGP000148,RAW000161,exact_email,100,NYD.csv,116
SAGP000148,RAW004213,exact_email,100,contacts.csv,2578
SAGP000149,RAW000162,exact_email,100,NYD.csv,117
SAGP000149,RAW004262,exact_email,100,contacts.csv,2627
SAGP000150,RAW000164,exact_email,100,NYD.csv,119
SAGP000150,RAW004273,exact_email,100,contacts.csv,2638
SAGP000151,RAW000165,exact_email,100,NYD.csv,120
SAGP000151,RAW004305,exact_email,100,contacts.csv,2670
SAGP000152,RAW000166,exact_email,100,NYD.csv,121
SAGP000152,RAW004312,exact_email,100,contacts.csv,2677
SAGP000153,RAW000167,exact_email,100,NYD.csv,122
SAGP000153,RAW004325,exact_email,100,contacts.csv,2690
SAGP000154,RAW000168,exact_email,100,NYD.csv,123
SAGP000154,RAW004335,exact_email,100,contacts.csv,2700
SAGP000155,RAW000169,exact_email,100,NYD.csv,124
SAGP000155,RAW004341,exact_email,100,contacts.csv,2706
SAGP000156,RAW000170,exact_email,100,NYD.csv,125
SAGP000156,RAW004351,exact_email,100,contacts.csv,2716
SAGP000157,RAW000171,exact_email,100,NYD.csv,126
SAGP000157,RAW004394,exact_email,100,contacts.csv,2759
SAGP000158,RAW000172,exact_email,100,NYD.csv,127
SAGP000158,RAW004408,exact_email,100,contacts.csv,2773
SAGP000159,RAW000173,exact_email,100,NYD.csv,128
SAGP000159,RAW004446,exact_email,100,contacts.csv,2811
SAGP000160,RAW000174,exact_email,100,NYD.csv,129
SAGP000160,RAW004452,exact_email,100,contacts.csv,2817
SAGP000161,RAW000176,exact_email,100,NYD.csv,131
SAGP000161,RAW000931,exact_email,100,SAGP 5(1).csv,65
SAGP000161,RAW000998,exact_email,100,SAGP 5.csv,65
SAGP000161,RAW001086,exact_email,100,SAGP 6.csv,86
SAGP000161,RAW001495,exact_email,100,SAGP Two Paid.csv,19
SAGP000161,RAW001539,exact_email,100,SAGP W pd.csv,43
SAGP000161,RAW004528,exact_email,100,contacts.csv,2893
SAGP000162,RAW000177,exact_email,100,NYD.csv,132
SAGP000162,RAW004556,exact_email,100,contacts.csv,2921
SAGP000163,RAW000178,exact_email,100,NYD.csv,133
SAGP000163,RAW004563,exact_email,100,contacts.csv,2928
SAGP000164,RAW000179,exact_email,100,NYD.csv,134
SAGP000164,RAW004575,exact_email,100,contacts.csv,2940
SAGP000165,RAW000180,exact_email,100,NYD.csv,135
SAGP000165,RAW004576,exact_email,100,contacts.csv,2941
SAGP000166,RAW000181,exact_email,100,NYD.csv,136
SAGP000166,RAW004582,exact_email,100,contacts.csv,2947
SAGP000167,RAW000182,exact_email,100,NYD.csv,137
SAGP000167,RAW004587,exact_email,100,contacts.csv,2952
SAGP000168,RAW000183,exact_email,100,NYD.csv,138
SAGP000168,RAW004604,exact_email,100,contacts.csv,2969
SAGP000169,RAW000184,exact_email,100,NYD.csv,139
SAGP000169,RAW004615,exact_email,100,contacts.csv,2980
SAGP000170,RAW000185,exact_email,100,NYD.csv,140
SAGP000170,RAW004641,exact_email,100,contacts.csv,3006
SAGP000171,RAW000186,exact_email,100,NYD.csv,141
SAGP000171,RAW000504,exact_email,100,SAGP 2.csv,126
SAGP000171,RAW004674,exact_email,100,contacts.csv,3039
SAGP000172,RAW000187,exact_email,100,NYD.csv,142
SAGP000172,RAW004680,exact_email,100,contacts.csv,3045
SAGP000173,RAW000188,exact_email,100,NYD.csv,143
SAGP000173,RAW004689,exact_email,100,contacts.csv,3054
SAGP000174,RAW000189,exact_email,100,NYD.csv,144
SAGP000174,RAW004708,exact_email,100,contacts.csv,3073
SAGP000175,RAW000190,exact_email,100,NYD.csv,145
SAGP000175,RAW004726,exact_email,100,contacts.csv,3091
SAGP000176,RAW000191,exact_email,100,NYD.csv,146
SAGP000176,RAW004732,exact_email,100,contacts.csv,3097
SAGP000177,RAW000192,exact_email,100,NYD.csv,147
SAGP000177,RAW004780,exact_email,100,contacts.csv,3145
SAGP000178,RAW000193,exact_email,100,NYU.csv,2
SAGP000178,RAW001698,exact_email,100,contacts.csv,63
SAGP000179,RAW000194,exact_email,100,NYU.csv,3
SAGP000179,RAW001761,exact_email,100,contacts.csv,126
SAGP000180,RAW000196,exact_email,100,NYU.csv,5
SAGP000180,RAW001789,exact_email,100,contacts.csv,154
SAGP000181,RAW000197,exact_email,100,NYU.csv,6
SAGP000181,RAW001791,exact_email,100,contacts.csv,156
SAGP000182,RAW000198,exact_email,100,NYU.csv,7
SAGP000182,RAW001903,exact_email,100,contacts.csv,268
SAGP000183,RAW000199,exact_email,100,NYU.csv,8
SAGP000183,RAW001954,exact_email,100,contacts.csv,319
SAGP000184,RAW000200,exact_email,100,NYU.csv,9
SAGP000184,RAW001957,exact_email,100,contacts.csv,322
SAGP000185,RAW000201,exact_email,100,NYU.csv,10
SAGP000185,RAW001970,exact_email,100,contacts.csv,335
SAGP000186,RAW000202,exact_email,100,NYU.csv,11
SAGP000186,RAW002003,exact_email,100,contacts.csv,368
SAGP000187,RAW000203,exact_email,100,NYU.csv,12
SAGP000187,RAW000524,exact_email,100,SAGP 3.csv,12
SAGP000187,RAW002084,exact_email,100,contacts.csv,449
SAGP000188,RAW000204,exact_email,100,NYU.csv,13
SAGP000188,RAW002112,exact_email,100,contacts.csv,477
SAGP000189,RAW000205,exact_email,100,NYU.csv,14
SAGP000189,RAW002143,exact_email,100,contacts.csv,508
SAGP000190,RAW000206,exact_email,100,NYU.csv,15
SAGP000190,RAW002146,exact_email,100,contacts.csv,511
SAGP000191,RAW000208,exact_email,100,NYU.csv,17
SAGP000191,RAW002266,exact_email,100,contacts.csv,631
SAGP000192,RAW000209,exact_email,100,NYU.csv,18
SAGP000192,RAW002306,exact_email,100,contacts.csv,671
SAGP000193,RAW000210,exact_email,100,NYU.csv,19
SAGP000193,RAW002336,exact_email,100,contacts.csv,701
SAGP000194,RAW000211,exact_email,100,NYU.csv,20
SAGP000194,RAW002341,exact_email,100,contacts.csv,706
SAGP000195,RAW000212,exact_email,100,NYU.csv,21
SAGP000195,RAW002425,exact_email,100,contacts.csv,790
SAGP000196,RAW000213,exact_email,100,NYU.csv,22
SAGP000196,RAW002450,exact_email,100,contacts.csv,815
SAGP000197,RAW000214,exact_email,100,NYU.csv,23
SAGP000197,RAW002456,exact_email,100,contacts.csv,821
SAGP000198,RAW000215,exact_email,100,NYU.csv,24
SAGP000198,RAW002464,exact_email,100,contacts.csv,829
SAGP000199,RAW000216,exact_email,100,NYU.csv,25
SAGP000199,RAW002483,exact_email,100,contacts.csv,848
SAGP000200,RAW000217,exact_email,100,NYU.csv,26
SAGP000200,RAW002562,exact_email,100,contacts.csv,927
SAGP000201,RAW000218,exact_email,100,NYU.csv,27
SAGP000201,RAW002575,exact_email,100,contacts.csv,940
SAGP000202,RAW000219,exact_email,100,NYU.csv,28
SAGP000202,RAW002605,exact_email,100,contacts.csv,970
SAGP000203,RAW000220,exact_email,100,NYU.csv,29
SAGP000203,RAW002650,exact_email,100,contacts.csv,1015
SAGP000204,RAW000221,exact_email,100,NYU.csv,30
SAGP000204,RAW002671,exact_email,100,contacts.csv,1036
SAGP000205,RAW000222,exact_email,100,NYU.csv,31
SAGP000205,RAW002735,exact_email,100,contacts.csv,1100
SAGP000206,RAW000223,exact_email,100,NYU.csv,32
SAGP000206,RAW002799,exact_email,100,contacts.csv,1164
SAGP000207,RAW000224,exact_email,100,NYU.csv,33
SAGP000207,RAW002903,exact_email,100,contacts.csv,1268
SAGP000208,RAW000225,exact_email,100,NYU.csv,34
SAGP000208,RAW003132,exact_email,100,contacts.csv,1497
SAGP000209,RAW000226,exact_email,100,NYU.csv,35
SAGP000209,RAW003220,exact_email,100,contacts.csv,1585
SAGP000210,RAW000227,exact_email,100,NYU.csv,36
SAGP000210,RAW003241,exact_email,100,contacts.csv,1606
SAGP000211,RAW000228,exact_email,100,NYU.csv,37
SAGP000211,RAW003257,exact_email,100,contacts.csv,1622
SAGP000212,RAW000229,exact_email,100,NYU.csv,38
SAGP000212,RAW003367,exact_email,100,contacts.csv,1732
SAGP000213,RAW000230,exact_email,100,NYU.csv,39
SAGP000213,RAW003419,exact_email,100,contacts.csv,1784
SAGP000213,RAW003420,exact_email,100,contacts.csv,1785
SAGP000214,RAW000231,exact_email,100,NYU.csv,40
SAGP000214,RAW003466,exact_email,100,contacts.csv,1831
SAGP000215,RAW000232,exact_email,100,NYU.csv,41
SAGP000215,RAW003477,exact_email,100,contacts.csv,1842
SAGP000216,RAW000233,exact_email,100,NYU.csv,42
SAGP000216,RAW003689,exact_email,100,contacts.csv,2054
SAGP000217,RAW000234,exact_email,100,NYU.csv,43
SAGP000217,RAW003713,exact_email,100,contacts.csv,2078
SAGP000218,RAW000235,exact_email,100,NYU.csv,44
SAGP000218,RAW003759,exact_email,100,contacts.csv,2124
SAGP000219,RAW000236,exact_email,100,NYU.csv,45
SAGP000219,RAW003795,exact_email,100,contacts.csv,2160
SAGP000220,RAW000237,exact_email,100,NYU.csv,46
SAGP000220,RAW003842,exact_email,100,contacts.csv,2207
SAGP000221,RAW000238,exact_email,100,NYU.csv,47
SAGP000221,RAW003858,exact_email,100,contacts.csv,2223
SAGP000222,RAW000239,exact_email,100,NYU.csv,48
SAGP000222,RAW003869,exact_email,100,contacts.csv,2234
SAGP000223,RAW000240,exact_email,100,NYU.csv,49
SAGP000223,RAW003935,exact_email,100,contacts.csv,2300
SAGP000224,RAW000241,exact_email,100,NYU.csv,50
SAGP000224,RAW003992,exact_email,100,contacts.csv,2357
SAGP000225,RAW000242,exact_email,100,NYU.csv,51
SAGP000225,RAW003997,exact_email,100,contacts.csv,2362
SAGP000226,RAW000243,exact_email,100,NYU.csv,52
SAGP000226,RAW003998,exact_email,100,contacts.csv,2363
SAGP000227,RAW000245,exact_email,100,NYU.csv,54
SAGP000227,RAW004014,exact_email,100,contacts.csv,2379
